,inningNumber,oversActual,pitchLine,pitchLength,isFour,isSix,isWicket,byes,legbyes,wides,noballs,run,totalRuns,totalWickets,shotType,time_of_day,Ground Name,Batsman_Name,Batsman_Role,Batsman_Batting_Style,Batsman_Playing_Role,Bowler_Name,Bowler_Role,Bowler_Bowling_Style,Bowler_Playing_Role
1173,1,15.6,2,0,False,False,False,0,0,0,0,1,119,4,8,2,1,27,2,0,0,47,1,4,3
1174,1,16.1,2,0,False,False,True,0,0,0,0,0,120,4,0,2,1,27,2,0,0,135,1,11,3
1175,1,16.2,2,0,False,False,False,0,0,0,0,1,120,5,16,2,1,239,2,0,6,135,1,11,3
1176,1,16.3,1,2,False,False,False,0,0,0,0,1,121,5,16,2,1,230,2,1,0,135,1,11,3
1177,1,16.4,2,4,False,False,True,0,0,0,0,0,122,5,11,2,1,239,2,0,6,135,1,11,3
1178,1,16.5,1,2,False,False,False,0,0,0,0,1,122,6,4,2,1,230,2,1,0,135,1,11,3
1179,1,16.6,2,2,True,False,False,0,0,0,0,4,123,6,18,2,1,251,5,1,9,135,1,11,3
1180,1,17.1,2,4,False,False,False,0,0,0,0,0,127,6,1,2,1,230,2,1,0,174,1,13,0
1181,1,17.2,1,0,False,False,False,0,0,0,0,1,127,6,4,2,1,230,2,1,0,174,1,13,0
1182,1,17.3,2,4,False,False,False,0,0,0,0,1,128,6,11,2,1,251,5,1,9,174,1,13,0
1183,1,17.4,1,4,False,True,False,0,0,0,0,6,129,6,11,2,1,230,2,1,0,174,1,13,0
1184,1,17.5,2,4,False,False,False,0,0,0,0,1,135,6,11,2,1,230,2,1,0,174,1,13,0
1185,1,17.6,2,2,False,False,False,0,0,0,0,1,136,6,0,2,1,251,5,1,9,174,1,13,0
1186,1,18.1,2,4,False,False,False,0,0,1,0,1,137,6,6,2,1,251,5,1,9,82,1,13,3
1187,1,18.1,2,4,False,False,True,0,0,0,0,0,138,6,1,2,1,251,5,1,9,82,1,13,3
1188,1,18.2,2,2,False,False,True,0,0,0,0,0,138,7,8,2,1,242,2,0,4,82,1,13,3
1189,1,18.3,1,2,False,False,False,0,0,0,0,2,138,8,4,2,1,230,2,1,0,82,1,13,3
1190,1,18.4,2,3,False,False,False,0,0,0,0,1,140,8,1,2,1,230,2,1,0,82,1,13,3
1191,1,18.5,2,3,False,False,False,1,0,0,0,1,141,8,11,2,1,363,2,0,3,82,1,13,3
1192,1,18.6,2,2,True,False,False,0,0,0,0,4,142,8,18,2,1,230,2,1,0,82,1,13,3
1193,1,1.1,1,4,False,False,False,0,0,0,0,0,3,0,3,2,1,239,2,0,6,135,1,11,3
1194,1,1.2,2,2,False,False,False,0,0,0,0,0,3,0,1,2,1,239,2,0,6,135,1,11,3
1195,1,1.3,1,4,False,False,False,0,0,0,0,1,3,0,1,2,1,239,2,0,6,135,1,11,3
1196,1,1.4,2,4,False,False,False,0,0,0,0,0,4,0,3,2,1,199,5,1,9,135,1,11,3
1197,1,1.5,2,2,False,False,False,0,0,0,0,2,4,0,0,2,1,199,5,1,9,135,1,11,3
1198,1,1.6,2,4,False,False,False,0,0,0,0,1,6,0,19,2,1,199,5,1,9,135,1,11,3
1199,1,2.1,2,1,False,False,False,0,0,0,0,1,7,0,3,2,1,199,5,1,9,47,1,4,3
1200,1,2.2,1,2,False,False,False,0,0,0,0,1,8,0,4,2,1,239,2,0,6,47,1,4,3
1201,1,2.3,2,2,False,False,False,0,0,0,0,0,9,0,3,2,1,199,5,1,9,47,1,4,3
1202,1,2.4,1,0,False,False,False,0,0,0,0,2,9,0,4,2,1,199,5,1,9,47,1,4,3
1203,1,2.5,1,0,False,False,True,0,0,0,0,0,11,0,4,2,1,199,5,1,9,47,1,4,3
1204,1,2.6,2,0,False,False,False,0,0,0,0,0,11,1,20,2,1,229,2,1,0,47,1,4,3
1205,1,19.1,1,4,False,False,False,0,4,0,0,4,146,8,4,2,1,363,2,0,3,47,1,4,3
1206,1,19.2,2,0,False,False,False,0,0,0,0,1,150,8,0,2,1,363,2,0,3,47,1,4,3
1207,1,19.3,2,0,False,False,True,0,0,0,0,0,151,8,16,2,1,230,2,1,0,47,1,4,3
1208,1,19.4,2,4,False,False,False,0,0,0,0,0,151,9,11,2,1,252,2,0,3,47,1,4,3
1209,1,19.5,1,0,False,False,False,0,0,0,0,2,151,9,16,2,1,252,2,0,3,47,1,4,3
1210,1,19.6,1,0,False,False,True,0,0,0,0,0,153,9,16,2,1,252,2,0,3,47,1,4,3
1211,1,3.1,1,4,False,False,False,0,0,0,0,0,11,1,3,2,1,239,2,0,6,135,1,11,3
1212,1,3.2,1,2,False,False,False,0,0,0,0,0,11,1,3,2,1,239,2,0,6,135,1,11,3
1213,1,3.3,2,4,True,False,False,0,0,0,0,4,11,1,1,2,1,239,2,0,6,135,1,11,3
1214,1,3.4,1,0,False,True,False,0,0,0,0,6,15,1,16,2,1,239,2,0,6,135,1,11,3
1215,1,3.5,2,2,False,False,False,0,0,0,0,0,21,1,0,2,1,239,2,0,6,135,1,11,3
1216,1,3.6,1,2,False,False,False,0,0,0,0,0,21,1,3,2,1,239,2,0,6,135,1,11,3
1217,1,4.1,2,2,False,False,False,0,0,0,0,0,21,1,3,2,1,229,2,1,0,82,1,13,3
1218,1,4.2,2,4,False,False,False,0,0,0,0,0,21,1,3,2,1,229,2,1,0,82,1,13,3
1219,1,4.3,2,4,False,False,True,0,0,0,0,0,21,1,16,2,1,229,2,1,0,82,1,13,3
1220,1,4.4,2,1,True,False,False,0,0,0,0,4,21,2,0,2,1,331,2,0,0,82,1,13,3
1221,1,4.5,1,0,False,False,False,0,0,0,0,0,25,2,20,2,1,331,2,0,0,82,1,13,3
1222,1,4.6,1,0,False,False,False,0,0,0,0,0,25,2,20,2,1,331,2,0,0,82,1,13,3
1223,1,5.1,1,4,False,False,False,0,0,0,0,0,25,2,3,2,1,239,2,0,6,174,1,13,0
1224,1,5.2,1,4,False,False,False,0,0,0,0,1,25,2,3,2,1,239,2,0,6,174,1,13,0
1225,1,5.3,2,0,False,False,False,0,0,0,0,0,26,2,12,2,1,331,2,0,0,174,1,13,0
1226,1,5.4,1,2,False,False,False,0,0,0,0,1,26,2,4,2,1,331,2,0,0,174,1,13,0
1227,1,5.5,1,4,False,False,False,0,0,0,0,1,27,2,3,2,1,239,2,0,6,174,1,13,0
1228,1,5.6,2,0,False,False,False,0,0,0,0,1,28,2,8,2,1,331,2,0,0,174,1,13,0
1229,1,6.1,1,2,False,False,False,0,0,0,0,1,29,2,4,2,1,331,2,0,0,82,1,13,3
1230,1,6.2,1,2,False,False,False,0,0,0,0,1,30,2,4,2,1,239,2,0,6,82,1,13,3
1231,1,6.3,1,3,False,False,False,0,0,0,0,1,31,2,11,2,1,331,2,0,0,82,1,13,3
1232,1,6.4,2,2,False,False,False,0,0,0,0,2,32,2,0,2,1,239,2,0,6,82,1,13,3
1233,1,6.5,2,4,False,True,False,0,0,0,0,6,34,2,1,2,1,239,2,0,6,82,1,13,3
1234,1,6.6,2,0,False,False,False,0,0,0,0,1,40,2,8,2,1,239,2,0,6,82,1,13,3
1235,1,7.1,3,4,False,False,False,0,0,1,0,1,41,2,6,2,1,239,2,0,6,174,1,13,0
1236,1,7.1,2,0,False,False,False,0,0,0,0,1,42,2,12,2,1,239,2,0,6,174,1,13,0
1237,1,7.2,2,4,False,False,False,0,0,0,0,0,43,2,1,2,1,331,2,0,0,174,1,13,0
1238,1,7.3,2,2,False,False,False,0,0,0,0,1,43,2,1,2,1,331,2,0,0,174,1,13,0
1239,1,7.4,2,4,False,False,False,0,0,0,0,0,44,2,11,2,1,239,2,0,6,174,1,13,0
1240,1,7.5,1,4,False,False,False,0,0,0,0,1,44,2,11,2,1,239,2,0,6,174,1,13,0
1241,1,7.6,1,4,False,False,False,0,0,0,0,0,45,2,0,2,1,331,2,0,0,174,1,13,0
1242,1,8.1,1,2,False,False,False,0,0,0,0,1,45,2,16,2,1,239,2,0,6,28,2,17,7
1243,1,8.2,1,4,True,False,False,0,0,0,0,4,46,2,11,2,1,331,2,0,0,28,2,17,7
1244,1,8.3,2,2,False,False,False,0,0,0,0,1,50,2,6,2,1,331,2,0,0,28,2,17,7
1245,1,8.4,2,2,False,False,False,0,0,0,0,1,51,2,8,2,1,239,2,0,6,28,2,17,7
1246,1,8.5,1,2,False,False,False,0,0,0,0,1,52,2,8,2,1,331,2,0,0,28,2,17,7
1247,1,8.6,2,2,False,False,False,0,0,0,0,1,53,2,0,2,1,239,2,0,6,28,2,17,7
1248,2,0.1,2,4,False,False,False,0,0,0,0,2,0,0,18,2,1,34,3,1,7,254,1,8,3
1249,2,0.2,1,2,True,False,False,0,0,0,0,4,2,0,4,2,1,34,3,1,7,254,1,8,3
1250,2,0.3,2,4,False,False,False,0,0,0,0,0,6,0,3,2,1,34,3,1,7,254,1,8,3
1251,2,0.4,1,2,False,False,False,0,1,0,0,1,6,0,4,2,1,34,3,1,7,254,1,8,3
1252,2,0.5,2,4,False,False,False,0,0,0,0,2,7,0,11,2,1,163,2,1,1,254,1,8,3
1253,2,0.6,1,2,False,False,False,0,0,2,0,2,9,0,4,2,1,163,2,1,1,254,1,8,3
1254,2,0.6,1,4,False,False,False,0,1,0,0,1,11,0,4,2,1,34,3,1,7,254,1,8,3
1255,2,9.1,1,2,False,False,False,0,0,0,0,1,66,2,4,2,1,163,2,1,1,165,1,15,0
1256,2,9.2,2,2,False,False,False,0,0,0,0,0,67,2,3,2,1,383,2,0,6,165,1,15,0
1257,2,9.3,2,2,False,False,False,0,0,0,0,1,67,2,2,2,1,383,2,0,6,165,1,15,0
1258,2,9.4,2,0,False,False,False,0,0,0,0,0,68,2,3,2,1,163,2,1,1,165,1,15,0
1259,2,9.5,1,2,False,False,False,0,0,0,0,1,68,2,16,2,1,163,2,1,1,165,1,15,0
1260,2,9.6,1,2,False,False,False,0,0,0,0,1,69,2,4,2,1,383,2,0,6,165,1,15,0
1261,2,10.1,2,4,False,False,False,0,0,0,0,1,70,2,11,2,1,383,2,0,6,254,1,8,3
1262,2,10.2,2,2,False,False,False,0,0,0,0,1,71,2,2,2,1,163,2,1,1,254,1,8,3
1263,2,10.3,1,0,False,True,False,0,0,0,0,6,72,2,4,2,1,383,2,0,6,254,1,8,3
1264,2,10.4,2,4,False,False,False,0,0,0,0,1,78,2,12,2,1,383,2,0,6,254,1,8,3
1265,2,10.5,2,0,False,False,False,0,0,0,0,1,79,2,8,2,1,163,2,1,1,254,1,8,3
1266,2,10.6,0,3,False,False,False,0,0,0,0,0,80,2,6,2,1,383,2,0,6,254,1,8,3
1267,2,11.1,2,2,False,False,False,0,0,0,0,1,80,2,4,2,1,163,2,1,1,165,1,15,0
1268,2,11.2,2,0,False,False,True,0,0,0,0,0,81,2,17,2,1,383,2,0,6,165,1,15,0
1269,2,11.3,2,2,False,False,False,0,0,0,0,1,81,3,8,2,1,163,2,1,1,165,1,15,0
1270,2,11.4,2,2,False,False,False,0,0,0,0,0,82,3,3,2,1,40,2,0,0,165,1,15,0
1271,2,11.5,2,2,False,False,False,0,0,0,0,0,82,3,3,2,1,40,2,0,0,165,1,15,0
1272,2,11.6,2,2,False,False,False,0,0,0,0,0,82,3,3,2,1,40,2,0,0,165,1,15,0
1273,2,12.1,1,2,True,False,False,0,0,0,0,4,82,3,16,2,1,163,2,1,1,233,1,18,0
1274,2,12.2,2,2,False,False,False,0,0,0,0,1,86,3,8,2,1,163,2,1,1,233,1,18,0
1275,2,12.3,2,0,False,False,False,0,0,0,0,1,87,3,17,2,1,40,2,0,0,233,1,18,0
1276,2,12.4,1,2,False,False,False,0,0,0,0,1,88,3,15,2,1,163,2,1,1,233,1,18,0
1277,2,12.5,2,2,False,False,False,0,0,0,0,1,89,3,8,2,1,40,2,0,0,233,1,18,0
1278,2,12.6,1,2,False,False,True,0,0,0,0,0,90,3,16,2,1,163,2,1,1,233,1,18,0
1279,2,13.1,1,0,False,False,False,0,0,0,0,2,90,4,4,2,1,40,2,0,0,165,1,15,0
1280,2,13.2,1,2,False,False,False,0,0,0,0,1,92,4,8,2,1,40,2,0,0,165,1,15,0
1281,2,13.3,2,2,False,False,False,0,0,0,0,2,93,4,3,2,1,325,2,1,0,165,1,15,0
1282,2,13.4,1,2,False,False,False,0,0,0,0,0,95,4,3,2,1,325,2,1,0,165,1,15,0
1283,2,13.5,2,2,False,False,False,0,0,0,0,0,95,4,3,2,1,325,2,1,0,165,1,15,0
1284,2,13.6,1,2,False,False,False,0,0,0,0,1,95,4,21,2,1,325,2,1,0,165,1,15,0
1285,2,14.1,2,2,False,False,False,0,0,0,0,0,96,4,3,2,1,325,2,1,0,254,1,8,3
1286,2,14.2,2,2,False,False,False,0,0,0,0,1,96,4,12,2,1,325,2,1,0,254,1,8,3
1287,2,14.3,2,4,False,False,False,0,0,0,0,2,97,4,11,2,1,40,2,0,0,254,1,8,3
1288,2,14.4,1,4,False,False,False,0,0,0,0,0,99,4,11,2,1,40,2,0,0,254,1,8,3
1289,2,14.5,2,4,False,False,False,0,0,0,0,0,99,4,16,2,1,40,2,0,0,254,1,8,3
1290,2,14.6,1,3,False,False,False,0,0,0,0,1,99,4,11,2,1,40,2,0,0,254,1,8,3
1291,2,15.1,2,0,False,False,False,0,0,0,0,1,100,4,8,2,1,40,2,0,0,176,1,13,4
1292,2,15.2,2,2,False,False,False,0,0,0,0,0,101,4,3,2,1,325,2,1,0,176,1,13,4
1293,2,15.3,2,2,False,False,True,0,0,0,0,0,101,4,0,2,1,325,2,1,0,176,1,13,4
1294,2,15.4,1,0,False,False,False,0,0,0,0,0,101,5,3,2,1,263,2,1,8,176,1,13,4
1295,2,15.5,1,3,False,False,False,0,0,0,0,2,101,5,11,2,1,263,2,1,8,176,1,13,4
1296,2,15.6,2,0,False,False,False,0,0,0,0,1,103,5,19,2,1,263,2,1,8,176,1,13,4
1297,2,16.1,1,2,False,False,False,0,0,0,0,0,104,5,3,2,1,263,2,1,8,233,1,18,0
1298,2,16.2,2,0,False,False,False,0,0,0,0,1,104,5,8,2,1,263,2,1,8,233,1,18,0
1299,2,16.3,2,2,False,False,True,0,0,0,0,0,105,5,16,2,1,40,2,0,0,233,1,18,0
1300,2,16.4,2,0,False,False,True,0,0,0,0,0,105,6,20,2,1,263,2,1,8,233,1,18,0
1301,2,16.5,1,2,False,False,False,0,0,0,0,1,105,7,3,2,1,238,2,1,0,233,1,18,0
1302,2,16.6,1,2,False,False,False,0,0,0,0,1,106,7,8,2,1,182,2,1,3,233,1,18,0
1303,2,17.1,4,5,False,False,False,0,0,1,0,1,107,7,1,2,1,182,2,1,3,184,1,1,3
1304,2,17.1,1,0,True,False,False,0,0,0,0,4,108,7,20,2,1,182,2,1,3,184,1,1,3
1305,2,17.2,2,0,False,False,False,0,0,0,0,0,112,7,16,2,1,182,2,1,3,184,1,1,3
1306,2,17.3,2,2,False,False,False,0,0,0,0,0,112,7,1,2,1,182,2,1,3,184,1,1,3
1307,2,17.4,2,0,False,False,True,0,0,0,0,0,112,7,16,2,1,182,2,1,3,184,1,1,3
1308,2,17.5,2,2,False,False,False,0,0,0,0,0,112,8,0,2,1,110,2,1,3,184,1,1,3
1309,2,17.6,2,2,False,False,True,0,0,0,0,0,112,8,0,2,1,110,2,1,3,184,1,1,3
1310,2,18.1,2,2,False,False,False,0,0,0,0,2,112,9,19,2,1,238,2,1,0,176,1,13,4
1311,2,18.2,1,5,False,False,False,0,0,0,0,0,114,9,8,2,1,238,2,1,0,176,1,13,4
1312,2,18.3,2,4,False,False,False,0,0,0,0,0,114,9,1,2,1,238,2,1,0,176,1,13,4
1313,2,18.4,2,0,False,False,False,0,0,0,0,0,114,9,8,2,1,238,2,1,0,176,1,13,4
1314,2,18.5,2,0,False,False,False,0,0,0,0,1,114,9,8,2,1,238,2,1,0,176,1,13,4
1315,2,18.6,2,5,False,False,False,0,0,0,0,0,115,9,3,2,1,57,2,0,3,176,1,13,4
1316,2,1.1,0,2,False,False,False,0,0,1,0,1,12,0,4,2,1,34,3,1,7,184,1,1,3
1317,2,1.1,1,2,False,False,True,0,0,0,0,0,13,0,4,2,1,34,3,1,7,184,1,1,3
1318,2,1.2,1,2,False,False,False,0,0,0,0,0,13,1,3,2,1,171,2,1,7,184,1,1,3
1319,2,1.3,0,4,False,False,False,0,0,0,0,0,13,1,4,2,1,171,2,1,7,184,1,1,3
1320,2,1.4,1,4,False,False,False,0,0,1,0,1,13,1,11,2,1,171,2,1,7,184,1,1,3
1321,2,1.4,1,4,False,False,False,0,0,1,0,1,14,1,6,2,1,171,2,1,7,184,1,1,3
1322,2,1.4,1,2,False,False,False,0,0,0,0,0,15,1,8,2,1,171,2,1,7,184,1,1,3
1323,2,1.5,1,4,False,False,False,0,0,1,0,1,15,1,6,2,1,171,2,1,7,184,1,1,3
1324,2,1.5,1,0,False,True,False,0,0,0,0,6,16,1,4,2,1,171,2,1,7,184,1,1,3
1325,2,1.6,1,4,False,False,False,0,0,1,0,1,22,1,6,2,1,171,2,1,7,184,1,1,3
1326,2,1.6,2,2,False,False,False,0,0,0,0,1,23,1,18,2,1,171,2,1,7,184,1,1,3
1327,2,2.1,2,4,False,False,False,0,0,0,0,0,24,1,3,2,1,171,2,1,7,176,1,13,4
1328,2,2.2,2,4,False,False,False,0,0,0,0,0,24,1,3,2,1,171,2,1,7,176,1,13,4
1329,2,2.3,2,2,False,False,False,0,0,0,0,0,24,1,19,2,1,171,2,1,7,176,1,13,4
1330,2,2.4,2,0,False,False,False,0,0,0,0,1,24,1,0,2,1,171,2,1,7,176,1,13,4
1331,2,2.5,2,2,False,False,False,0,0,0,0,0,25,1,19,2,1,163,2,1,1,176,1,13,4
1332,2,2.6,1,0,False,False,False,0,0,0,0,1,25,1,20,2,1,163,2,1,1,176,1,13,4
1333,2,19.1,2,2,False,False,False,0,0,1,0,1,115,9,6,2,1,238,2,1,0,184,1,1,3
1334,2,19.1,2,0,True,False,False,0,0,0,0,4,116,9,0,2,1,238,2,1,0,184,1,1,3
1335,2,19.2,2,4,False,False,False,0,0,0,0,0,120,9,3,2,1,238,2,1,0,184,1,1,3
1336,2,19.3,2,4,False,False,False,0,0,0,0,0,120,9,1,2,1,238,2,1,0,184,1,1,3
1337,2,19.4,2,2,False,False,False,0,0,1,0,1,120,9,1,2,1,238,2,1,0,184,1,1,3
1338,2,19.4,2,4,False,False,False,0,0,0,0,0,121,9,1,2,1,238,2,1,0,184,1,1,3
1339,2,19.5,1,3,False,True,False,0,0,0,0,6,121,9,11,2,1,238,2,1,0,184,1,1,3
1340,2,19.6,1,1,False,False,False,0,0,0,0,0,127,9,3,2,1,238,2,1,0,184,1,1,3
1341,2,3.1,2,4,False,False,False,0,0,0,0,0,26,1,3,2,1,163,2,1,1,233,1,18,0
1343,2,3.3,2,2,False,False,False,0,0,0,0,0,30,1,12,2,1,163,2,1,1,233,1,18,0
1344,2,3.4,2,2,False,False,False,0,0,0,0,1,30,1,8,2,1,163,2,1,1,233,1,18,0
1345,2,3.5,1,2,False,False,False,0,0,0,0,0,31,1,3,2,1,171,2,1,7,233,1,18,0
1346,2,3.6,1,2,False,False,False,0,0,0,0,2,31,1,16,2,1,171,2,1,7,233,1,18,0
1347,2,4.1,1,2,False,False,False,0,0,0,0,1,33,1,8,2,1,163,2,1,1,176,1,13,4
1348,2,4.2,2,4,False,False,False,0,0,0,0,0,34,1,3,2,1,171,2,1,7,176,1,13,4
1349,2,4.3,1,0,False,False,False,0,0,0,0,1,34,1,4,2,1,171,2,1,7,176,1,13,4
1350,2,4.4,1,0,False,False,False,0,0,0,0,1,35,1,4,2,1,163,2,1,1,176,1,13,4
1351,2,4.5,2,2,False,False,False,0,0,0,0,0,36,1,3,2,1,171,2,1,7,176,1,13,4
1352,2,4.6,2,4,True,False,False,0,0,0,0,4,36,1,16,2,1,171,2,1,7,176,1,13,4
1353,2,5.1,1,0,False,False,False,0,0,0,0,1,40,1,16,2,1,163,2,1,1,184,1,1,3
1354,2,5.2,1,2,False,False,False,0,0,0,0,0,41,1,3,2,1,171,2,1,7,184,1,1,3
1355,2,5.3,1,3,False,True,False,0,0,0,0,6,41,1,11,2,1,171,2,1,7,184,1,1,3
1356,2,5.4,2,2,False,False,True,0,0,0,0,0,47,1,0,2,1,171,2,1,7,184,1,1,3
1357,2,5.5,2,2,False,False,False,0,0,0,0,0,47,2,6,2,1,383,2,0,6,184,1,1,3
1358,2,5.6,1,0,False,False,False,0,0,0,0,0,47,2,3,2,1,383,2,0,6,184,1,1,3
1359,2,6.1,2,2,False,False,False,0,0,0,0,0,47,2,3,2,1,163,2,1,1,233,1,18,0
1360,2,6.2,2,4,True,False,False,0,0,0,0,4,47,2,11,2,1,163,2,1,1,233,1,18,0
1361,2,6.3,2,2,False,True,False,0,0,0,0,6,51,2,0,2,1,163,2,1,1,233,1,18,0
1362,2,6.4,1,2,False,False,False,0,0,0,0,0,57,2,0,2,1,163,2,1,1,233,1,18,0
1363,2,6.5,1,2,False,False,False,0,0,0,0,0,57,2,3,2,1,163,2,1,1,233,1,18,0
1364,2,6.6,2,2,False,False,False,0,0,0,0,0,57,2,3,2,1,163,2,1,1,233,1,18,0
1365,2,7.1,2,2,False,False,False,0,0,0,0,0,57,2,3,2,1,383,2,0,6,165,1,15,0
1366,2,7.2,2,2,False,False,False,0,0,0,0,0,57,2,1,2,1,383,2,0,6,165,1,15,0
1367,2,7.3,1,2,False,False,False,0,0,0,0,0,57,2,3,2,1,383,2,0,6,165,1,15,0
1368,2,7.4,2,2,False,False,False,0,0,0,0,0,57,2,1,2,1,383,2,0,6,165,1,15,0
1369,2,7.5,2,2,False,False,False,0,0,0,0,1,57,2,12,2,1,383,2,0,6,165,1,15,0
1370,2,7.6,1,2,False,False,False,0,0,0,0,1,58,2,4,2,1,163,2,1,1,165,1,15,0
1371,2,8.1,2,4,False,False,False,0,0,0,0,0,59,2,11,2,1,163,2,1,1,254,1,8,3
1372,2,8.2,2,3,False,False,False,0,0,0,0,0,59,2,11,2,1,163,2,1,1,254,1,8,3
1373,2,8.3,1,4,False,False,False,0,0,0,0,1,59,2,11,2,1,163,2,1,1,254,1,8,3
1374,2,8.4,1,3,False,False,False,0,0,0,0,1,60,2,11,2,1,383,2,0,6,254,1,8,3
1375,2,8.5,2,3,True,False,False,0,0,0,0,4,61,2,11,2,1,163,2,1,1,254,1,8,3
1376,2,8.6,1,0,False,False,False,0,0,0,0,1,65,2,4,2,1,163,2,1,1,254,1,8,3
1377,1,0.1,1,0,False,False,False,0,0,0,0,0,0,0,4,0,17,220,2,1,6,44,1,18,3
1378,1,0.2,1,2,False,False,False,0,0,0,0,1,0,0,4,0,17,220,2,1,6,44,1,18,3
1379,1,0.3,2,2,False,False,False,0,0,0,0,0,1,0,12,0,17,313,2,0,6,44,1,18,3
1380,1,0.4,2,0,False,False,False,0,0,0,0,0,1,0,1,0,17,313,2,0,6,44,1,18,3
1381,1,0.5,1,0,False,False,False,0,0,0,0,2,1,0,8,0,17,313,2,0,6,44,1,18,3
1382,1,0.6,2,2,False,False,False,0,0,0,0,1,3,0,11,0,17,313,2,0,6,44,1,18,3
1383,1,9.1,2,4,False,False,False,0,0,0,0,1,62,2,1,0,17,220,2,1,6,113,2,4,4
1384,1,9.2,2,4,False,False,False,0,0,0,0,1,63,2,1,0,17,74,3,1,2,113,2,4,4
1385,1,9.3,2,3,False,False,False,0,0,0,0,2,64,2,11,0,17,220,2,1,6,113,2,4,4
1386,1,9.4,2,4,False,False,False,0,0,0,0,1,66,2,11,0,17,220,2,1,6,113,2,4,4
1387,1,9.5,2,0,False,False,False,0,0,0,0,1,67,2,8,0,17,74,3,1,2,113,2,4,4
1388,1,9.6,1,2,False,False,False,0,1,0,0,1,68,2,4,0,17,220,2,1,6,113,2,4,4
1389,1,10.1,2,2,False,False,False,0,0,0,0,2,69,2,0,0,17,220,2,1,6,206,1,0,3
1390,1,10.2,2,0,False,False,False,0,0,0,0,1,71,2,8,0,17,220,2,1,6,206,1,0,3
1391,1,10.3,1,0,False,False,False,0,0,0,0,0,72,2,20,0,17,74,3,1,2,206,1,0,3
1392,1,10.4,2,2,False,False,False,0,0,0,0,1,72,2,1,0,17,74,3,1,2,206,1,0,3
1393,1,10.5,1,4,False,False,False,0,0,0,0,0,73,2,11,0,17,220,2,1,6,206,1,0,3
1394,1,10.6,1,0,False,False,False,0,0,0,0,1,73,2,4,0,17,220,2,1,6,206,1,0,3
1395,1,11.1,1,2,False,False,False,0,1,0,0,1,74,2,4,0,17,220,2,1,6,114,1,1,0
1396,1,11.2,1,2,False,False,False,0,0,0,0,1,75,2,4,0,17,74,3,1,2,114,1,1,0
1397,1,11.3,1,4,True,False,False,0,0,0,0,4,76,2,11,0,17,220,2,1,6,114,1,1,0
1398,1,11.4,1,0,False,False,False,0,0,0,0,1,80,2,8,0,17,220,2,1,6,114,1,1,0
1399,1,11.5,2,2,True,False,False,0,0,0,0,4,81,2,1,0,17,74,3,1,2,114,1,1,0
1400,1,11.6,1,0,False,False,False,0,0,0,0,1,85,2,8,0,17,74,3,1,2,114,1,1,0
1401,1,12.1,1,2,False,False,False,0,0,0,0,1,86,2,4,0,17,74,3,1,2,113,2,4,4
1402,1,12.2,2,2,False,False,False,0,0,0,0,1,87,2,16,0,17,220,2,1,6,113,2,4,4
1403,1,12.3,2,5,False,False,False,0,0,0,0,1,88,2,0,0,17,74,3,1,2,113,2,4,4
1404,1,12.4,2,2,False,False,False,0,0,0,0,1,89,2,1,0,17,220,2,1,6,113,2,4,4
1405,1,12.5,4,2,False,False,False,0,0,1,0,1,90,2,6,0,17,74,3,1,2,113,2,4,4
1406,1,12.5,4,1,False,False,False,0,0,0,0,1,91,2,0,0,17,74,3,1,2,113,2,4,4
1407,1,12.6,4,0,False,False,False,0,0,0,0,1,92,2,8,0,17,220,2,1,6,113,2,4,4
1408,1,13.1,2,2,False,False,False,0,0,0,0,1,93,2,8,0,17,220,2,1,6,44,1,18,3
1409,1,13.2,0,2,False,False,False,0,0,2,0,2,94,2,6,0,17,74,3,1,2,44,1,18,3
1410,1,13.2,2,0,True,False,False,0,0,0,0,4,96,2,0,0,17,220,2,1,6,44,1,18,3
1411,1,13.3,1,2,False,False,False,0,0,0,0,1,100,2,4,0,17,220,2,1,6,44,1,18,3
1412,1,13.4,1,2,False,False,False,0,0,0,0,1,101,2,8,0,17,74,3,1,2,44,1,18,3
1413,1,13.5,1,0,True,False,False,0,0,0,0,4,102,2,16,0,17,220,2,1,6,44,1,18,3
1414,1,13.6,1,2,False,False,False,0,0,0,0,1,106,2,8,0,17,220,2,1,6,44,1,18,3
1415,1,14.1,2,0,False,False,False,0,0,0,0,1,107,2,17,0,17,220,2,1,6,206,1,0,3
1416,1,14.2,4,0,False,False,False,0,0,0,0,1,108,2,18,0,17,74,3,1,2,206,1,0,3
1418,1,14.3,2,4,False,False,False,0,0,0,0,1,110,2,1,0,17,220,2,1,6,206,1,0,3
1419,1,14.4,4,0,False,False,False,0,0,0,0,1,111,2,8,0,17,74,3,1,2,206,1,0,3
1420,1,14.5,2,2,False,False,False,0,0,0,0,0,112,2,16,0,17,220,2,1,6,206,1,0,3
1421,1,14.6,1,1,True,False,False,0,0,0,0,4,112,2,4,0,17,220,2,1,6,206,1,0,3
1422,1,15.1,2,4,False,False,False,0,0,0,0,1,116,2,11,0,17,74,3,1,2,69,1,13,0
1423,1,15.2,2,2,False,False,False,0,0,0,0,1,117,2,8,0,17,220,2,1,6,69,1,13,0
1424,1,15.3,2,2,False,False,False,0,0,0,0,0,118,2,0,0,17,74,3,1,2,69,1,13,0
1425,1,15.4,2,3,False,False,False,0,0,0,0,1,118,2,11,0,17,74,3,1,2,69,1,13,0
