,inningNumber,oversActual,pitchLine,pitchLength,isFour,isSix,isWicket,byes,legbyes,wides,noballs,run,totalRuns,totalWickets,shotType,time_of_day,Ground Name,Batsman_Name,Batsman_Role,Batsman_Batting_Style,Batsman_Playing_Role,Bowler_Name,Bowler_Role,Bowler_Bowling_Style,Bowler_Playing_Role
0,1,0.1,1,2,False,False,False,0,0,0,0,0,0,0,3,0,1,360,2,1,6,47,1,4,3
1,1,0.2,1,4,False,False,False,0,0,0,0,0,0,0,1,0,1,360,2,1,6,47,1,4,3
2,1,0.3,1,2,False,False,False,0,0,0,0,0,0,0,3,0,1,360,2,1,6,47,1,4,3
3,1,0.4,1,2,False,False,False,0,0,0,0,0,0,0,4,0,1,360,2,1,6,47,1,4,3
4,1,0.5,1,2,False,False,True,0,0,0,0,0,0,0,0,0,1,360,2,1,6,47,1,4,3
5,1,0.6,2,2,False,False,False,0,0,0,0,0,0,1,3,0,1,4,0,0,1,47,1,4,3
6,1,9.1,2,4,False,False,False,0,0,0,0,1,63,2,8,0,1,4,0,0,1,139,1,6,6
7,1,9.2,1,3,False,False,False,0,0,0,0,1,64,2,11,0,1,72,2,0,0,139,1,6,6
8,1,9.3,1,2,False,False,False,0,2,0,0,2,65,2,17,0,1,4,0,0,1,139,1,6,6
9,1,9.4,4,0,False,False,False,0,0,0,0,1,67,2,0,0,1,4,0,0,1,139,1,6,6
10,1,9.5,0,2,False,False,False,0,0,0,0,1,68,2,21,0,1,72,2,0,0,139,1,6,6
11,1,9.6,0,0,False,False,False,0,0,0,0,1,69,2,4,0,1,4,0,0,1,139,1,6,6
12,1,10.1,2,4,False,False,False,0,0,0,0,1,70,2,8,0,1,4,0,0,1,28,2,17,7
13,1,10.2,2,2,False,False,False,0,0,0,0,1,71,2,4,0,1,72,2,0,0,28,2,17,7
14,1,10.3,1,2,False,False,False,0,0,0,0,1,72,2,4,0,1,4,0,0,1,28,2,17,7
15,1,10.4,4,2,False,False,False,0,0,0,0,1,73,2,0,0,1,72,2,0,0,28,2,17,7
16,1,10.5,2,0,False,False,False,0,0,0,0,0,74,2,0,0,1,4,0,0,1,28,2,17,7
17,1,10.6,2,3,False,True,False,0,0,0,0,6,74,2,11,0,1,4,0,0,1,28,2,17,7
18,1,11.1,2,5,False,False,False,0,0,0,0,0,80,2,3,0,1,72,2,0,0,174,1,13,0
19,1,11.2,0,4,False,False,False,0,0,0,0,1,80,2,12,0,1,72,2,0,0,174,1,13,0
20,1,11.3,0,4,False,False,True,0,0,0,0,0,81,2,4,0,1,4,0,0,1,174,1,13,0
21,1,11.4,0,2,False,False,False,0,0,0,0,0,81,3,12,0,1,4,0,0,1,174,1,13,0
22,1,11.5,0,4,True,False,False,0,0,0,0,4,81,3,4,0,1,4,0,0,1,174,1,13,0
23,1,11.6,1,0,False,False,False,0,0,0,0,0,85,3,12,0,1,4,0,0,1,174,1,13,0
24,1,12.1,2,0,False,False,False,0,0,0,0,0,85,3,8,0,1,307,2,0,5,264,1,18,6
25,1,12.2,2,2,False,False,False,0,0,0,0,0,85,3,1,0,1,307,2,0,5,264,1,18,6
26,1,12.3,4,2,False,False,False,0,0,0,0,0,85,3,1,0,1,307,2,0,5,264,1,18,6
27,1,12.4,2,4,False,False,False,0,0,0,0,1,85,3,1,0,1,307,2,0,5,264,1,18,6
28,1,12.5,4,0,True,False,False,0,0,0,0,4,86,3,0,0,1,4,0,0,1,264,1,18,6
29,1,12.6,2,0,False,True,False,0,0,0,0,6,90,3,20,0,1,4,0,0,1,264,1,18,6
30,1,13.1,0,2,False,False,False,0,1,0,0,1,96,3,4,0,1,307,2,0,5,174,1,13,0
31,1,13.2,1,4,False,False,False,0,0,0,0,1,97,3,4,0,1,4,0,0,1,174,1,13,0
32,1,13.3,0,4,False,False,False,0,0,0,0,0,98,3,0,0,1,307,2,0,5,174,1,13,0
33,1,13.4,1,4,False,False,False,0,0,0,0,2,98,3,1,0,1,307,2,0,5,174,1,13,0
34,1,13.5,1,0,False,False,False,0,0,0,0,1,100,3,8,0,1,307,2,0,5,174,1,13,0
35,1,13.6,0,4,False,False,False,0,0,0,0,1,101,3,4,0,1,4,0,0,1,174,1,13,0
36,1,14.1,1,2,False,False,True,0,0,0,0,0,102,3,16,0,1,4,0,0,1,135,1,11,3
37,1,14.2,1,4,False,False,False,0,0,0,0,0,102,4,1,0,1,307,2,0,5,135,1,11,3
38,1,14.3,1,4,False,False,False,0,0,0,0,1,102,4,12,0,1,307,2,0,5,135,1,11,3
39,1,14.4,1,2,False,False,False,0,0,0,0,1,103,4,4,0,1,255,2,1,3,135,1,11,3
40,1,14.5,2,3,True,False,False,0,0,0,0,4,104,4,16,0,1,307,2,0,5,135,1,11,3
41,1,14.6,1,4,True,False,False,0,0,0,0,4,108,4,4,0,1,307,2,0,5,135,1,11,3
42,1,15.1,1,0,False,False,True,0,0,0,0,0,112,4,8,0,1,255,2,1,3,264,1,18,6
43,1,15.2,4,0,False,False,False,0,0,0,0,1,112,5,0,0,1,314,2,0,9,264,1,18,6
44,1,15.3,0,4,False,False,True,0,0,0,0,0,113,5,14,0,1,307,2,0,5,264,1,18,6
45,1,15.4,4,2,False,False,False,0,0,0,0,0,113,6,4,0,1,165,2,1,9,264,1,18,6
46,1,15.5,1,2,False,False,True,0,0,0,0,0,113,6,4,0,1,165,2,1,9,264,1,18,6
48,1,16.1,2,2,False,False,False,0,0,0,0,0,113,7,1,0,1,314,2,0,9,47,1,4,3
49,1,16.2,2,0,False,False,False,0,1,0,0,1,113,7,4,0,1,314,2,0,9,47,1,4,3
50,1,16.3,2,3,False,False,False,0,0,0,0,0,114,7,6,0,1,84,2,1,3,47,1,4,3
51,1,16.4,1,2,False,False,False,0,0,0,0,1,114,7,16,0,1,84,2,1,3,47,1,4,3
52,1,16.5,1,2,False,False,False,0,0,0,0,2,115,7,10,0,1,314,2,0,9,47,1,4,3
53,1,16.6,2,4,False,False,True,0,0,0,0,0,117,7,11,0,1,314,2,0,9,47,1,4,3
54,1,17.1,2,0,False,False,False,0,0,0,0,1,117,8,8,0,1,180,2,1,3,264,1,18,6
55,1,17.2,1,0,False,False,True,0,0,0,0,0,118,8,8,0,1,84,2,1,3,264,1,18,6
56,1,17.3,2,2,False,False,False,0,0,0,0,1,118,9,12,0,1,180,2,1,3,264,1,18,6
57,1,17.4,2,0,False,False,False,0,0,0,0,0,119,9,12,0,1,253,2,1,3,264,1,18,6
58,1,17.5,0,2,False,False,False,0,0,1,0,1,119,9,4,0,1,253,2,1,3,264,1,18,6
59,1,17.5,2,2,False,False,False,0,0,0,0,0,120,9,12,0,1,253,2,1,3,264,1,18,6
60,1,17.6,1,0,False,False,False,0,0,0,0,0,120,9,4,0,1,253,2,1,3,264,1,18,6
61,1,18.1,2,0,False,False,False,0,0,0,0,0,120,9,0,0,1,180,2,1,3,47,1,4,3
62,1,18.2,2,0,False,False,False,0,0,0,0,1,120,9,8,0,1,180,2,1,3,47,1,4,3
63,1,18.3,2,2,False,False,False,0,0,0,0,1,121,9,4,0,1,253,2,1,3,47,1,4,3
64,1,18.4,2,2,False,False,False,0,0,0,0,1,122,9,4,0,1,180,2,1,3,47,1,4,3
65,1,18.5,2,3,False,False,False,0,0,0,0,0,123,9,6,0,1,253,2,1,3,47,1,4,3
66,1,18.6,2,0,False,False,False,0,0,0,0,1,123,9,8,0,1,253,2,1,3,47,1,4,3
67,1,1.1,2,2,False,False,False,0,0,0,0,0,0,1,8,0,1,190,2,1,6,135,1,11,3
68,1,1.2,2,2,False,False,False,0,0,0,0,0,0,1,3,0,1,190,2,1,6,135,1,11,3
69,1,1.3,2,4,False,False,True,0,0,0,0,0,0,1,11,0,1,190,2,1,6,135,1,11,3
70,1,1.4,2,2,False,False,False,0,0,0,0,0,0,2,6,0,1,72,2,0,0,135,1,11,3
71,1,1.5,1,2,False,False,False,0,0,0,0,0,0,2,3,0,1,72,2,0,0,135,1,11,3
72,1,1.6,0,2,False,False,False,0,0,0,0,1,0,2,4,0,1,72,2,0,0,135,1,11,3
73,1,2.1,1,2,False,False,False,0,1,0,0,1,1,2,4,0,1,72,2,0,0,47,1,4,3
74,1,2.2,1,2,False,False,False,0,0,0,0,0,2,2,4,0,1,4,0,0,1,47,1,4,3
75,1,2.3,4,0,False,False,False,0,0,0,0,0,2,2,18,0,1,4,0,0,1,47,1,4,3
76,1,2.4,2,2,False,False,False,0,0,0,0,1,2,2,1,0,1,4,0,0,1,47,1,4,3
77,1,2.5,4,0,True,False,False,0,0,0,0,4,3,2,0,0,1,72,2,0,0,47,1,4,3
78,1,2.6,4,2,True,False,False,0,0,0,0,4,7,2,8,0,1,72,2,0,0,47,1,4,3
79,1,19.1,2,0,False,False,False,0,0,0,0,1,124,9,8,0,1,253,2,1,3,264,1,18,6
80,1,19.2,4,0,False,False,False,0,0,0,0,1,125,9,8,0,1,180,2,1,3,264,1,18,6
81,1,19.3,4,2,False,False,False,0,0,0,0,1,126,9,8,0,1,253,2,1,3,264,1,18,6
82,1,19.4,2,0,False,False,False,0,0,0,0,1,127,9,0,0,1,180,2,1,3,264,1,18,6
83,1,19.5,4,2,False,False,False,0,0,0,0,0,128,9,16,0,1,253,2,1,3,264,1,18,6
84,1,19.6,1,5,False,False,False,0,0,0,0,1,128,9,4,0,1,253,2,1,3,264,1,18,6
85,1,3.1,1,2,False,False,False,0,0,0,0,0,11,2,0,0,1,4,0,0,1,135,1,11,3
86,1,3.2,1,4,False,False,False,0,0,0,0,0,11,2,3,0,1,4,0,0,1,135,1,11,3
87,1,3.3,1,4,True,False,False,0,0,0,0,4,11,2,0,0,1,4,0,0,1,135,1,11,3
88,1,3.4,2,1,True,False,False,0,0,0,0,4,15,2,8,0,1,4,0,0,1,135,1,11,3
89,1,3.5,1,2,False,False,False,0,0,0,0,0,19,2,16,0,1,4,0,0,1,135,1,11,3
90,1,3.6,1,2,False,False,False,0,0,0,0,0,19,2,0,0,1,4,0,0,1,135,1,11,3
91,1,4.1,4,4,True,False,False,0,0,0,0,4,19,2,8,0,1,72,2,0,0,28,2,17,7
92,1,4.2,2,2,False,False,False,0,0,0,0,1,23,2,0,0,1,72,2,0,0,28,2,17,7
93,1,4.3,1,2,False,False,False,0,0,0,0,0,24,2,12,0,1,4,0,0,1,28,2,17,7
94,1,4.4,1,4,False,False,False,0,0,0,0,2,24,2,4,0,1,4,0,0,1,28,2,17,7
95,1,4.5,2,2,False,False,False,0,0,0,0,0,26,2,12,0,1,4,0,0,1,28,2,17,7
96,1,4.6,1,2,False,False,False,0,0,0,0,0,26,2,0,0,1,4,0,0,1,28,2,17,7
97,1,5.1,0,2,False,False,False,0,1,0,0,1,26,2,4,0,1,72,2,0,0,174,1,13,0
98,1,5.2,0,4,False,False,False,0,0,0,0,2,27,2,4,0,1,4,0,0,1,174,1,13,0
99,1,5.3,1,2,False,False,False,0,0,0,0,1,29,2,8,0,1,4,0,0,1,174,1,13,0
100,1,5.4,1,2,False,True,False,0,0,0,0,6,30,2,4,0,1,72,2,0,0,174,1,13,0
101,1,5.5,2,2,True,False,False,0,0,0,0,4,36,2,16,0,1,72,2,0,0,174,1,13,0
102,1,5.6,1,1,False,False,False,0,0,0,0,0,40,2,4,0,1,72,2,0,0,174,1,13,0
103,1,6.1,4,2,False,False,False,0,0,0,0,1,40,2,4,0,1,4,0,0,1,28,2,17,7
104,1,6.2,2,2,False,False,False,0,0,0,0,0,41,2,12,0,1,72,2,0,0,28,2,17,7
105,1,6.3,4,4,False,False,False,0,0,0,0,2,41,2,4,0,1,72,2,0,0,28,2,17,7
106,1,6.4,2,2,False,False,False,0,0,0,0,1,43,2,4,0,1,72,2,0,0,28,2,17,7
107,1,6.5,1,2,False,False,False,0,0,0,0,1,44,2,8,0,1,4,0,0,1,28,2,17,7
108,1,6.6,2,4,False,False,False,0,0,0,0,1,45,2,4,0,1,72,2,0,0,28,2,17,7
109,1,7.1,1,4,False,False,False,0,0,0,0,1,46,2,4,0,1,72,2,0,0,139,1,6,6
110,1,7.2,3,3,False,True,False,0,0,0,0,6,47,2,11,0,1,4,0,0,1,139,1,6,6
111,1,7.3,4,0,False,False,False,0,0,0,0,1,53,2,21,0,1,4,0,0,1,139,1,6,6
112,1,7.4,2,4,False,False,False,0,0,0,0,1,54,2,1,0,1,72,2,0,0,139,1,6,6
113,1,7.5,2,4,False,False,False,0,0,0,0,2,55,2,1,0,1,4,0,0,1,139,1,6,6
114,1,7.6,2,4,False,False,False,0,0,0,0,1,57,2,1,0,1,4,0,0,1,139,1,6,6
115,1,8.1,2,0,False,False,False,0,0,0,0,0,58,2,20,0,1,4,0,0,1,28,2,17,7
116,1,8.2,4,4,False,False,False,0,0,0,0,1,58,2,8,0,1,4,0,0,1,28,2,17,7
117,1,8.3,2,2,False,False,False,0,0,0,0,1,59,2,8,0,1,72,2,0,0,28,2,17,7
118,1,8.4,2,2,False,False,False,0,0,0,0,1,60,2,3,0,1,4,0,0,1,28,2,17,7
119,1,8.5,4,4,False,False,False,0,0,0,0,1,61,2,8,0,1,72,2,0,0,28,2,17,7
120,1,8.6,1,2,False,False,False,0,0,0,0,1,62,2,17,0,1,4,0,0,1,28,2,17,7
121,2,0.1,1,4,False,False,False,0,0,0,0,0,0,0,1,0,1,34,3,1,7,133,1,2,3
122,2,0.2,2,0,False,False,False,0,0,0,0,0,0,0,20,0,1,34,3,1,7,133,1,2,3
123,2,0.3,0,4,False,False,False,0,0,1,0,1,0,0,7,0,1,34,3,1,7,133,1,2,3
124,2,0.3,1,0,True,False,False,0,0,0,0,4,1,0,7,0,1,34,3,1,7,133,1,2,3
125,2,0.4,2,2,False,False,False,0,0,0,0,1,5,0,12,0,1,34,3,1,7,133,1,2,3
126,2,0.5,1,0,False,False,False,0,0,0,0,2,6,0,4,0,1,163,2,1,1,133,1,2,3
127,2,0.6,2,2,False,False,False,0,0,0,0,0,8,0,3,0,1,163,2,1,1,133,1,2,3
128,2,9.1,2,0,False,False,False,0,0,0,0,1,77,0,8,0,1,34,3,1,7,60,1,6,0
129,2,9.2,2,4,False,False,False,0,0,0,0,1,78,0,1,0,1,163,2,1,1,60,1,6,0
130,2,9.3,2,4,False,False,False,0,0,0,0,1,79,0,1,0,1,34,3,1,7,60,1,6,0
131,2,9.4,1,4,False,True,False,0,0,0,0,6,80,0,11,0,1,163,2,1,1,60,1,6,0
132,2,9.5,2,0,False,False,False,0,0,0,0,1,86,0,19,0,1,163,2,1,1,60,1,6,0
133,2,9.6,2,0,False,False,False,0,0,0,0,1,87,0,8,0,1,34,3,1,7,60,1,6,0
134,2,10.1,2,2,False,False,False,0,0,0,0,1,88,0,20,0,1,34,3,1,7,141,1,10,6
135,2,10.2,4,4,False,False,False,0,0,0,0,0,89,0,1,0,1,163,2,1,1,141,1,10,6
136,2,10.3,2,2,True,False,False,0,0,0,0,4,89,0,15,0,1,163,2,1,1,141,1,10,6
137,2,10.4,1,4,False,False,False,0,0,0,0,1,93,0,4,0,1,163,2,1,1,141,1,10,6
138,2,10.5,1,2,False,False,False,0,0,0,0,1,94,0,7,0,1,34,3,1,7,141,1,10,6
139,2,10.6,2,4,False,False,False,0,0,0,0,1,95,0,11,0,1,163,2,1,1,141,1,10,6
140,2,11.1,2,2,False,False,False,0,0,0,0,0,96,0,3,0,1,163,2,1,1,68,1,13,3
141,2,11.2,4,0,False,False,False,0,0,0,0,1,96,0,0,0,1,163,2,1,1,68,1,13,3
142,2,11.3,0,1,False,False,False,0,0,0,1,1,97,0,11,0,1,34,3,1,7,68,1,13,3
143,2,11.3,4,1,False,True,False,0,0,0,0,6,98,0,16,0,1,163,2,1,1,68,1,13,3
144,2,11.4,2,4,True,False,False,0,0,0,0,4,104,0,1,0,1,163,2,1,1,68,1,13,3
145,2,11.5,2,1,False,False,False,0,0,0,1,1,108,0,8,0,1,163,2,1,1,68,1,13,3
146,2,11.5,2,3,False,False,False,0,0,1,0,1,109,0,11,0,1,163,2,1,1,68,1,13,3
147,2,11.5,4,0,False,False,False,0,0,0,0,1,110,0,0,0,1,163,2,1,1,68,1,13,3
148,2,11.6,4,2,False,False,False,0,0,0,0,2,111,0,0,0,1,34,3,1,7,68,1,13,3
149,2,12.1,2,4,True,False,False,0,0,0,0,4,113,0,11,0,1,163,2,1,1,141,1,10,6
150,2,12.2,4,4,False,False,False,0,0,0,0,1,117,0,1,0,1,163,2,1,1,141,1,10,6
151,2,12.3,4,0,False,False,False,0,0,1,0,1,118,0,6,0,1,34,3,1,7,141,1,10,6
152,2,12.3,2,2,False,False,False,0,0,0,0,1,119,0,1,0,1,34,3,1,7,141,1,10,6
153,2,12.4,2,2,False,False,False,0,0,0,0,1,120,0,8,0,1,163,2,1,1,141,1,10,6
154,2,12.5,1,4,False,False,False,0,0,0,0,1,121,0,11,0,1,34,3,1,7,141,1,10,6
155,2,12.6,2,4,False,False,False,0,0,0,0,0,122,0,0,0,1,163,2,1,1,141,1,10,6
156,2,13.1,1,2,False,False,False,0,0,0,0,1,122,0,8,0,1,34,3,1,7,60,1,6,0
157,2,13.2,2,4,False,False,False,0,0,0,0,1,123,0,0,0,1,163,2,1,1,60,1,6,0
158,2,13.3,2,0,False,False,False,0,0,0,0,1,124,0,8,0,1,34,3,1,7,60,1,6,0
159,2,13.4,1,4,False,True,False,0,0,0,0,6,125,0,11,0,1,163,2,1,1,60,1,6,0
160,2,1.1,4,4,False,False,False,0,0,0,0,0,8,0,1,0,1,34,3,1,7,68,1,13,3
161,2,1.2,2,4,False,False,False,0,0,0,0,0,8,0,1,0,1,34,3,1,7,68,1,13,3
162,2,1.3,2,4,False,False,False,0,0,0,0,0,8,0,1,0,1,34,3,1,7,68,1,13,3
163,2,1.4,2,0,False,False,False,0,0,0,0,0,8,0,0,0,1,34,3,1,7,68,1,13,3
164,2,1.5,2,4,False,False,False,0,0,0,0,0,8,0,12,0,1,34,3,1,7,68,1,13,3
165,2,1.6,2,3,True,False,False,0,0,0,0,4,8,0,11,0,1,34,3,1,7,68,1,13,3
166,2,2.1,2,0,False,False,False,0,0,0,0,0,12,0,0,0,1,163,2,1,1,185,1,0,3
167,2,2.2,2,2,False,False,False,0,0,0,1,2,12,0,1,0,1,163,2,1,1,185,1,0,3
168,2,2.2,2,0,False,False,False,0,0,0,0,0,14,0,8,0,1,34,3,1,7,185,1,0,3
169,2,2.3,2,0,False,False,False,0,0,0,0,1,14,0,16,0,1,34,3,1,7,185,1,0,3
170,2,2.4,0,2,False,False,False,0,1,0,0,1,15,0,4,0,1,163,2,1,1,185,1,0,3
171,2,2.5,2,4,False,False,False,0,0,0,0,0,16,0,1,0,1,34,3,1,7,185,1,0,3
172,2,2.6,2,0,False,False,False,0,0,0,0,1,16,0,0,0,1,34,3,1,7,185,1,0,3
173,2,3.1,2,2,False,False,False,0,0,0,0,1,17,0,12,0,1,34,3,1,7,68,1,13,3
175,2,3.3,2,4,False,False,False,0,0,0,0,0,19,0,1,0,1,34,3,1,7,68,1,13,3
176,2,3.4,2,4,False,False,False,0,0,0,0,1,19,0,4,0,1,34,3,1,7,68,1,13,3
177,2,3.5,2,2,False,False,False,0,0,0,0,1,20,0,4,0,1,163,2,1,1,68,1,13,3
178,2,3.6,2,4,True,False,False,0,0,0,0,4,21,0,1,0,1,34,3,1,7,68,1,13,3
179,2,4.1,2,0,False,False,False,0,0,0,0,1,25,0,8,0,1,163,2,1,1,185,1,0,3
180,2,4.2,2,0,False,False,False,0,0,0,0,1,26,0,12,0,1,34,3,1,7,185,1,0,3
181,2,4.3,0,3,True,False,False,0,0,0,0,4,27,0,11,0,1,163,2,1,1,185,1,0,3
182,2,4.4,1,0,False,False,False,0,0,0,0,0,31,0,3,0,1,163,2,1,1,185,1,0,3
183,2,4.5,0,4,False,False,False,0,0,0,0,1,31,0,7,0,1,163,2,1,1,185,1,0,3
184,2,4.6,0,3,True,False,False,0,0,0,0,4,32,0,11,0,1,34,3,1,7,185,1,0,3
185,2,5.1,2,0,False,False,False,0,0,0,0,2,36,0,0,0,1,163,2,1,1,133,1,2,3
186,2,5.2,2,2,True,False,False,0,0,0,0,4,38,0,0,0,1,163,2,1,1,133,1,2,3
187,2,5.3,1,2,False,False,False,0,0,0,0,0,42,0,3,0,1,163,2,1,1,133,1,2,3
188,2,5.4,1,2,False,False,False,0,0,0,0,0,42,0,12,0,1,163,2,1,1,133,1,2,3
189,2,5.5,2,0,True,False,False,0,0,0,0,4,42,0,20,0,1,163,2,1,1,133,1,2,3
190,2,5.6,0,4,False,False,False,0,0,0,0,0,46,0,4,0,1,163,2,1,1,133,1,2,3
197,2,7.1,2,2,False,False,False,0,0,0,0,0,55,0,3,0,1,34,3,1,7,60,1,6,0
198,2,7.2,1,4,False,True,False,0,0,0,0,6,55,0,11,0,1,34,3,1,7,60,1,6,0
199,2,7.3,1,2,False,False,False,0,0,0,0,0,61,0,0,0,1,34,3,1,7,60,1,6,0
200,2,7.4,2,4,True,False,False,0,0,0,0,4,61,0,11,0,1,34,3,1,7,60,1,6,0
201,2,7.5,2,4,False,False,False,0,0,0,0,0,65,0,0,0,1,34,3,1,7,60,1,6,0
202,2,7.6,2,2,False,False,False,0,0,0,0,1,65,0,1,0,1,34,3,1,7,60,1,6,0
203,2,8.1,2,0,False,False,False,0,0,0,0,1,66,0,8,0,1,34,3,1,7,2,0,15,1
204,2,8.2,2,0,False,False,False,0,0,0,0,1,67,0,8,0,1,163,2,1,1,2,0,15,1
205,2,8.3,2,0,False,False,False,0,0,0,0,1,68,0,8,0,1,34,3,1,7,2,0,15,1
206,2,8.4,2,1,False,True,False,0,0,0,0,6,69,0,17,0,1,163,2,1,1,2,0,15,1
207,2,8.5,2,2,False,False,False,0,0,0,0,1,75,0,8,0,1,163,2,1,1,2,0,15,1
208,2,8.6,4,0,False,False,False,0,0,0,0,1,76,0,0,0,1,34,3,1,7,2,0,15,1
209,1,0.1,1,0,False,False,False,0,0,0,0,0,0,0,4,2,1,126,2,0,6,254,1,8,3
210,1,0.2,1,2,False,False,False,0,0,0,0,0,0,0,12,2,1,126,2,0,6,254,1,8,3
211,1,0.3,2,2,False,False,False,0,0,0,0,0,0,0,0,2,1,126,2,0,6,254,1,8,3
212,1,0.4,1,4,False,False,False,0,0,0,0,0,0,0,11,2,1,126,2,0,6,254,1,8,3
213,1,0.5,2,4,True,False,False,0,0,0,0,4,0,0,1,2,1,126,2,0,6,254,1,8,3
214,1,0.6,4,5,False,False,False,0,0,0,0,0,4,0,0,2,1,126,2,0,6,254,1,8,3
215,1,9.1,2,2,False,False,False,0,0,0,0,0,50,3,3,2,1,80,2,1,7,165,1,15,0
216,1,9.2,1,2,False,False,False,0,0,0,0,0,50,3,12,2,1,80,2,1,7,165,1,15,0
217,1,9.3,1,2,False,False,False,0,0,0,0,0,50,3,8,2,1,80,2,1,7,165,1,15,0
218,1,9.4,1,2,False,False,False,0,0,0,0,0,50,3,4,2,1,80,2,1,7,165,1,15,0
219,1,9.5,4,2,False,False,False,0,0,0,0,0,50,3,8,2,1,80,2,1,7,165,1,15,0
220,1,9.6,4,4,False,False,False,0,0,0,0,1,50,3,4,2,1,80,2,1,7,165,1,15,0
221,1,10.1,1,0,False,False,False,0,0,0,0,1,51,3,8,2,1,80,2,1,7,233,1,18,0
222,1,10.2,2,0,False,False,True,0,0,0,0,0,52,3,8,2,1,293,2,1,7,233,1,18,0
223,1,10.3,2,2,False,False,False,0,0,0,0,0,52,4,12,2,1,205,2,1,0,233,1,18,0
224,1,10.4,2,0,False,False,True,0,0,0,0,0,52,4,8,2,1,205,2,1,0,233,1,18,0
225,1,10.5,1,0,False,False,False,0,0,0,0,0,52,5,8,2,1,80,2,1,7,233,1,18,0
226,1,10.6,1,2,False,False,False,0,0,0,0,0,52,5,12,2,1,80,2,1,7,233,1,18,0
227,1,11.1,1,2,False,False,False,0,0,0,0,0,52,5,12,2,1,75,2,1,3,165,1,15,0
228,1,11.2,2,4,False,False,False,0,0,0,0,1,52,5,8,2,1,75,2,1,3,165,1,15,0
229,1,11.3,1,2,False,False,True,0,0,0,0,0,53,5,1,2,1,80,2,1,7,165,1,15,0
230,1,11.4,2,2,False,False,False,0,0,0,0,0,53,6,3,2,1,224,2,0,3,165,1,15,0
231,1,11.5,2,2,False,False,False,0,0,0,0,1,53,6,4,2,1,224,2,0,3,165,1,15,0
232,1,11.6,4,2,False,False,False,0,0,0,0,1,54,6,21,2,1,75,2,1,3,165,1,15,0
233,1,12.1,2,0,False,False,False,0,0,0,0,0,55,6,21,2,1,75,2,1,3,20,1,15,0
234,1,12.2,1,4,False,False,False,0,0,0,0,1,55,6,1,2,1,75,2,1,3,20,1,15,0
235,1,12.3,1,2,False,False,False,0,0,0,0,1,56,6,4,2,1,224,2,0,3,20,1,15,0
236,1,12.4,1,0,False,False,False,0,0,0,0,2,57,6,18,2,1,75,2,1,3,20,1,15,0
237,1,12.5,1,0,True,False,False,0,0,0,0,4,59,6,15,2,1,75,2,1,3,20,1,15,0
238,1,12.6,0,2,False,False,False,0,0,0,0,2,63,6,4,2,1,75,2,1,3,20,1,15,0
239,1,13.1,1,2,False,False,False,0,0,0,0,1,65,6,4,2,1,224,2,0,3,165,1,15,0
240,1,13.2,1,2,False,False,False,0,0,0,0,1,66,6,21,2,1,75,2,1,3,165,1,15,0
241,1,13.3,2,2,False,False,False,0,0,0,0,1,67,6,8,2,1,224,2,0,3,165,1,15,0
242,1,13.4,3,1,False,True,False,0,0,0,0,6,68,6,15,2,1,75,2,1,3,165,1,15,0
243,1,13.5,2,2,False,False,False,0,0,0,0,1,74,6,12,2,1,75,2,1,3,165,1,15,0
244,1,13.6,4,2,False,False,False,0,0,0,0,2,75,6,0,2,1,224,2,0,3,165,1,15,0
245,1,14.1,1,4,False,False,False,0,0,0,0,1,77,6,19,2,1,75,2,1,3,184,1,1,3
246,1,14.2,4,4,False,False,False,0,0,0,0,2,78,6,11,2,1,224,2,0,3,184,1,1,3
247,1,14.3,4,4,True,False,False,0,0,0,0,4,80,6,8,2,1,224,2,0,3,184,1,1,3
248,1,14.4,4,4,False,False,False,0,0,0,0,1,84,6,1,2,1,224,2,0,3,184,1,1,3
249,1,14.5,3,3,False,False,False,0,0,0,0,0,85,6,11,2,1,75,2,1,3,184,1,1,3
250,1,14.6,3,3,False,False,False,0,0,1,0,1,85,6,6,2,1,75,2,1,3,184,1,1,3
251,1,14.6,1,2,False,False,False,0,0,0,0,1,86,6,12,2,1,75,2,1,3,184,1,1,3
252,1,15.1,1,2,False,False,False,0,1,0,0,1,87,6,15,2,1,75,2,1,3,233,1,18,0
253,1,15.2,2,2,True,False,False,0,0,0,0,4,88,6,15,2,1,224,2,0,3,233,1,18,0
254,1,15.3,4,2,False,False,False,0,0,0,0,2,92,6,8,2,1,224,2,0,3,233,1,18,0
255,1,15.4,4,2,False,False,False,0,0,0,0,0,94,6,21,2,1,224,2,0,3,233,1,18,0
256,1,15.5,1,2,False,False,False,0,0,0,0,1,94,6,8,2,1,224,2,0,3,233,1,18,0
257,1,15.6,1,4,False,False,False,0,0,0,0,1,95,6,4,2,1,75,2,1,3,233,1,18,0
258,1,16.1,1,3,False,False,False,0,0,0,0,1,96,6,11,2,1,75,2,1,3,176,1,13,4
259,1,16.2,1,4,False,False,False,0,0,0,0,1,97,6,11,2,1,224,2,0,3,176,1,13,4
260,1,16.3,4,0,False,False,False,0,0,0,0,1,98,6,21,2,1,75,2,1,3,176,1,13,4
261,1,16.4,4,0,False,False,False,0,0,0,0,0,99,6,4,2,1,224,2,0,3,176,1,13,4
262,1,16.5,4,4,False,False,False,0,0,0,0,1,99,6,1,2,1,224,2,0,3,176,1,13,4
263,1,16.6,4,2,True,False,False,0,0,0,0,4,100,6,1,2,1,75,2,1,3,176,1,13,4
